Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,City,Pickup Location,Drop Location,Fare (INR)
6/12/2025,10:56:41,2d4a9c33-b978-4259-bf14-44fba73eaf3a,Completed,b3536035-d0b0-40ae-973f-99541890a7b2,Mini,Ahmedabad,Sahni Nagar,Ratti Road,1199.37
6/29/2025,10:34:07,4b24c6eb-aae6-4386-bd98-8855c88aa980,Completed,5cd4310f-ff34-41a6-a988-f9a669fe0f4c,Bike,Kolkata,Vasa Circle,Batta Circle,1215.66
7/1/2025,15:39:46,442c2031-e408-4478-b8c9-9937ac2b52c2,Ongoing,30768908-ad23-4d79-957e-b8fec633f26e,Prime SUV,Bangalore,Varty Chowk,Rajan Marg,1496.81
6/11/2025,14:09:43,908d48de-0e6f-442c-838a-81fa1977be4f,Completed,ebcbebb8-517e-4a7b-b72d-18c6d6ac3619,Bike,Delhi,Thaker,Swaminathan Chowk,241.79
6/18/2025,4:55:47,33cec3f8-0686-4294-8692-142256288eef,Cancelled,4db0c938-c01f-4dbe-a916-6288f5a01aca,Mini,Mumbai,Kala Marg,Dewan Zila,640.8
7/18/2025,10:00:04,84c3a885-69e4-488d-acce-9836dfadb37b,Completed,8f63eaf9-748c-49cd-8a1f-c11fff6ed835,Auto,Pune,Ray Road,Krishna Nagar,409.89
7/3/2025,20:25:04,e60ed562-0a9d-4d36-b910-4e90e4bc34da,Ongoing,d6c7c7bc-6028-45db-8ce3-08c889db56e9,Prime Sedan,Hyderabad,Deo Zila,Das Chowk,1069.53
7/24/2025,19:48:10,a0e4c486-b79d-4c9c-b379-e01e249e6d7f,Ongoing,d7a86bee-887f-4f6e-a4e9-2c02a7ad3e87,Auto,Hyderabad,Bose Road,Sama Circle,885.52
7/17/2025,7:01:40,1c259bac-4a7b-42f7-8ac1-6cb2480da3c2,Ongoing,162a099d-fa53-4bfc-b0e3-7ff683d0d6db,Prime Sedan,Ahmedabad,Raval Circle,Chaudhary,1388.13
6/27/2025,18:36:07,d9c5430d-8051-4797-8e05-d2dc19cdf3ee,Completed,63ab45a4-f993-425f-a31e-bc5e73356d2b,Mini,Pune,Kale,Agarwal Circle,576.79
7/9/2025,9:29:36,dcea2fad-cb3f-4d7c-abcb-3d229a3045c5,Completed,a137c742-6570-4892-a8e8-75536a416d5d,Bike,Delhi,Kant Road,Divan Circle,1465.52
7/12/2025,20:47:59,289965d5-061c-4585-86eb-b8d381266ab5,Completed,1a31f01a-60da-4d0c-8889-a54b5e942053,Mini,Chennai,Lal Circle,Dhingra Road,249.91
7/30/2025,18:25:52,769b5314-033c-41e8-918f-b9ace76b41ad,Ongoing,3ab08f2e-b79d-44e7-9b3e-a845ecfa7592,Auto,Ahmedabad,Vohra Nagar,Raman Path,607.33
7/7/2025,18:25:31,7897f0ab-612a-4054-a36e-d889d4efa52f,Cancelled,4a674732-7ec7-4146-b72d-eed28d0fd112,Mini,Mumbai,Sami Nagar,Lanka Street,1122.8
7/27/2025,21:35:10,43291f12-6d8d-4727-9906-85363f2c6aaf,Cancelled,5eaf820b-7d1b-4da1-91ae-a121b41c75af,Auto,Chennai,Venkatesh Circle,Kohli Zila,486.75
7/8/2025,23:28:24,b8ca9a8d-5829-47b4-b6dd-a25f8f4a099b,Ongoing,52a12ea2-c976-452c-9479-228f219db4d9,Mini,Mumbai,Ben Nagar,Grewal Path,238.12
6/24/2025,1:04:33,acf8d02e-80d7-4c7f-8658-a751d835a037,Ongoing,20e18237-44f5-4a9c-b745-e35bfd4adbaa,eBike,Delhi,Chahal Marg,Samra,754.93
7/27/2025,4:35:56,cea4f055-b754-43a8-bbda-309bb62c5970,Ongoing,4af008d7-9603-474a-87b5-895cdc308ca4,Prime Plus,Chennai,Mane Chowk,Sem Nagar,855.51
6/28/2025,20:46:04,b44ec869-d96e-4edb-bfbe-4cfdb69391de,Ongoing,b66b2259-c2c2-4f8f-8588-5f977a3e0232,Auto,Bangalore,Setty Road,Bassi Street,700.22
6/17/2025,10:16:58,13f517ac-3c1c-48ef-9c61-17184f59ae53,Cancelled,4e753101-536c-41f9-8a9f-6a0f17acd144,Prime Sedan,Chennai,Vohra Road,Bail,363.32
7/15/2025,7:24:13,0e63cc37-687b-4c43-874b-278d0af8e695,Completed,48b74d80-533a-4b02-8aad-9a137b107ea1,Bike,Jaipur,Dash Ganj,Raju Street,612.98
6/11/2025,6:49:00,e94617eb-6be6-44ae-af75-6e62d5818e89,Completed,5520c20a-aa86-4ace-8170-2dac0c89b725,Bike,Hyderabad,Batra Marg,Mane Zila,631.86
6/24/2025,23:15:51,00aa667c-7838-44fd-9065-37cecb510fea,Cancelled,c2872852-c0ff-4b1b-ae9a-ea7f76fd1872,eBike,Delhi,Madan Chowk,Goyal Zila,529.43
7/22/2025,6:07:44,f28699a0-63eb-4233-a687-c0a4d44dadb6,Completed,3a82b80c-bad7-43e1-b32c-3579f02bf038,Auto,Mumbai,Krishnan Ganj,Desai Circle,1228.27
7/6/2025,5:17:41,001427d8-5daf-45b1-a70e-c31591d8259e,Cancelled,308e7aa6-eb0e-4d39-845c-60a959f07a9d,Prime Plus,Jaipur,Sani Nagar,Rege Chowk,620.39
6/10/2025,3:24:57,5ff49596-5241-4348-bb83-7acd15741e9b,Completed,6a464b0c-9d2e-499e-a411-cb1f58068f50,Prime SUV,Bangalore,Gaba,Deshmukh Zila,110.22
7/9/2025,23:54:33,f69afb10-4538-43e3-8325-c218bd0158e1,Cancelled,87e62518-a719-4713-9a3f-b2ba7d77b338,Bike,Mumbai,Iyengar Marg,Thaker Ganj,623.92
8/3/2025,3:23:30,b191dd3b-cdf9-4308-9aeb-658d9bddf725,Completed,33b485b0-86ce-46b4-a8bb-2d5d9da0e5d2,eBike,Delhi,Seth Zila,Saxena Marg,679.26
7/11/2025,7:46:12,fca498be-ab70-4fc9-b385-f39e96e949c1,Ongoing,c85f5a0b-0bc9-46d1-9d83-8c76498cc6af,Prime SUV,Delhi,Bhardwaj Chowk,Sarin Nagar,62.13
7/21/2025,10:03:48,c9357b05-d39e-41ee-80b4-c3144b8ecbd8,Ongoing,29ffc7f9-0b0c-4674-9ac7-94ab4c21f196,Prime Plus,Hyderabad,Mangat Path,Deol Street,113.82
8/1/2025,12:13:19,f5a61593-546d-46e2-888d-71a71434becb,Completed,f173d1fa-d100-43d8-a158-c640c47f12b2,Prime Sedan,Jaipur,Karan Nagar,Tripathi Nagar,1109.85
7/28/2025,14:43:02,cd62601b-9107-4ddf-8d8f-2fdcb0c97de5,Cancelled,1791b167-9ef7-4efd-9ea7-b7a06d2aa48a,Bike,Kolkata,Ratta Nagar,Bumb Street,1336.29
6/8/2025,1:54:25,93f13ad9-7963-47d4-8180-0874a1a46164,Completed,e4c26c83-c875-45b7-a6d1-e4766049cac5,Mini,Lucknow,Kala Zila,Balasubramanian Zila,177.21
6/6/2025,11:38:04,414adc1c-a235-43dc-bbaa-58b26607ad3f,Completed,b351b7e4-ab28-4fc1-86ac-c043c1456bed,Mini,Chennai,Chand,Savant Chowk,968.27
6/23/2025,2:48:26,57129aad-7822-46eb-9b6a-899de98a5b39,Ongoing,47a29ffe-1ac7-42c3-8197-02ee4d99c0ac,Auto,Chennai,Raja Circle,Tak,435.67
7/6/2025,1:24:17,b3c6c404-8d71-4dff-be95-0f0bd5e7eca5,Cancelled,006d5366-6f90-4837-a978-bb1c4d610457,Prime SUV,Mumbai,Karpe Nagar,Soman Chowk,61.62
7/18/2025,2:09:10,015a9915-1718-46f8-adbc-362b4b9b12f8,Ongoing,4e536877-a1d0-4aac-88af-5779cd485aa6,eBike,Kolkata,Buch Nagar,Kala Zila,840.28
7/7/2025,15:57:08,cdd391f4-9044-42b9-9378-acb44f8cda4b,Completed,6751f3c3-ceea-4fed-b4cb-02b792c44adb,Bike,Jaipur,Gandhi Chowk,Baria Path,224.99
8/2/2025,12:17:23,d1732db2-5cb5-4dc3-9375-26f1428ddfa6,Ongoing,b6d6ce36-f6a1-4d65-ba2d-c471932454bf,Prime Plus,Delhi,Kara Zila,Kapoor Road,1296.39
7/28/2025,4:17:12,436bcf43-6992-4612-bf9c-ab0183ac606f,Cancelled,4a2e79f7-cddf-4843-a255-bebe900d5a73,Prime SUV,Bangalore,Sahni Nagar,Suri Street,900.63
7/21/2025,8:08:52,cf3e96c0-e3a9-4f10-8c0b-830569d5b9a8,Completed,1a075124-877a-4327-b721-f5fe7600ed62,Prime Plus,Hyderabad,Lanka Circle,Salvi Zila,908.93
7/3/2025,5:57:54,92ea915b-20b6-4434-b565-bc052e4751ea,Completed,5c4f1ce8-8932-48b6-85d7-ae72c85dfa92,Prime Sedan,Delhi,Sant Nagar,Sani Zila,1483.23
7/22/2025,12:10:56,77ff0771-4167-43a7-ba2c-0df2472562f7,Ongoing,5df9f41a-1711-4fdc-9861-b9dc0fd2e48f,Bike,Ahmedabad,Agrawal,Deo Path,135.12
6/26/2025,19:32:09,45dd157a-99f9-4416-9675-556b9ca582f9,Cancelled,b3aa654f-f0e6-4020-b35b-cb55df68af7e,Prime Plus,Ahmedabad,Kakar Ganj,Manne Nagar,1124.13
7/16/2025,15:13:12,4fb837f0-3d09-4b7d-b9b6-c65a8d001f12,Cancelled,cf86efaa-b210-4de8-832e-025e18c02414,Prime SUV,Mumbai,Ranganathan Zila,Virk Ganj,976.69
7/16/2025,3:30:23,ddd96e0a-5576-4390-a87d-cea7af312d9f,Cancelled,948d7070-61c4-436a-a952-2dac04cc0d42,Prime Plus,Mumbai,Das Street,Bobal Marg,257.59
6/14/2025,22:16:36,76796359-635a-4e77-95f3-9454a871ae6c,Cancelled,e2d7b5aa-8bfd-4a11-96ad-0e9d80b30fba,Bike,Jaipur,Bhardwaj Marg,Sarraf,246.12
7/30/2025,13:45:23,36012fc2-ad0c-4dec-b542-18949a3a1a53,Cancelled,ae35c560-2130-493f-a143-b67322b7f4a8,Mini,Ahmedabad,Yogi Path,Sachdev Chowk,932.05
7/2/2025,0:52:57,76f232f2-85f2-47a1-98ec-b623eccf8dd7,Completed,29b6934b-fae3-4f00-b8ba-e817a045d899,Bike,Jaipur,Dhillon,Vora Nagar,541.5
7/13/2025,8:48:55,bfa7cc76-574d-44d4-a01b-d97992ca1a3e,Completed,3c4b2131-d269-4e9e-8f3c-7ebbf21a95a2,Mini,Ahmedabad,Dhawan Ganj,Gole Circle,1048.41
6/28/2025,21:41:32,c8f273b3-a8b8-4272-97a6-ab9fe768ef09,Cancelled,616b6d22-41fb-4420-9922-2671a59f1886,Auto,Bangalore,Sane Circle,Shere Road,1162.72
7/11/2025,19:48:40,d189621f-cd95-4a5c-8f0b-d7517e81ddc1,Cancelled,e624d573-299e-480a-be3f-e5831ea58a03,Auto,Mumbai,Luthra Zila,Ben Nagar,717.1
7/10/2025,3:59:11,787a39a2-6c43-4956-b440-2cb95446bad8,Completed,4fdf22d5-dd9e-4ccb-a864-f6baf42ebb0f,Prime SUV,Kolkata,Contractor Street,Varma Nagar,587.99
6/30/2025,3:19:37,3137a799-1d43-4eb7-af5b-8b0f2cf055ad,Completed,ac353948-704a-4632-a09f-5eddcc60aa3f,Mini,Mumbai,Goswami,Mani Street,727.86
6/17/2025,17:28:48,98a40470-31e2-42e2-818a-955beec491ff,Cancelled,1885809b-993f-4fb2-91ee-c9de34dfef58,Prime SUV,Delhi,Karpe Marg,Roy Nagar,916.31
7/30/2025,22:43:11,af89a6c7-e2e6-45e3-a21c-12ab8b834583,Cancelled,6234db35-a264-47be-a4ef-81adc5f1f66e,Bike,Chennai,Jayaraman Ganj,Biswas Chowk,385.33
7/22/2025,18:05:20,5006de3c-2145-4be3-8b59-9d238adf2a14,Completed,9f3d4909-ad58-4f25-acc1-3fc6a05aaa84,Prime Sedan,Chennai,Babu Nagar,Chand Street,212.57
6/18/2025,1:33:31,917c81e2-ef5b-44d6-9faa-311c25c444c3,Ongoing,b6293494-a7f8-467e-b72d-3b5e13c6387d,eBike,Jaipur,Sankar,Deshpande Circle,991.44
6/22/2025,11:43:37,5a7308b4-d296-4996-b4b4-d692971ca861,Ongoing,9425e74d-544f-4631-b9eb-d5b0e405532a,Prime Plus,Hyderabad,Bahri Circle,Gokhale Zila,320.68
7/30/2025,5:20:29,356dc614-9857-4035-b50d-f2a3a25a3fb8,Ongoing,cbca09e2-3b07-4aa7-b8e0-d8febad56511,Auto,Chennai,Ramanathan Zila,Swamy Nagar,619.01
7/5/2025,6:30:35,c034c212-1127-43c0-9bcd-fc2711e59c3f,Completed,4dcaeb70-9cd4-4321-bcef-dcedcd032977,Auto,Mumbai,Grewal Ganj,Lalla Road,121.83
7/23/2025,23:09:58,918ef0c0-f529-4b83-ac9e-ef79a2bb748f,Completed,aac15b72-bf32-4308-8024-445dde130269,Mini,Chennai,Bahri Marg,Khare Circle,1089.08
7/7/2025,17:08:09,5e176b16-e63e-46d0-96c0-c49b0dc14701,Completed,6ec240d1-d6d0-40fa-8667-a72f4aae492b,Prime Sedan,Hyderabad,Kota Marg,Ratti Marg,674.06
7/27/2025,13:15:27,2b496dbe-0ae4-4351-8d1e-8ef2470c39d6,Ongoing,651da467-9133-4d2e-a5c3-670a3d58f325,Bike,Hyderabad,Ghosh,Soni Zila,242.92
7/8/2025,5:20:30,0bacc401-dc69-4708-8b53-0a6fde843b07,Cancelled,97eeb30d-0e5b-4b83-8d5e-998d359b345d,Prime Sedan,Jaipur,Zachariah Street,Sur Street,1452.16
7/2/2025,20:12:15,c7c0271d-1460-4d9f-9ac4-ba493e358e8f,Completed,adcce788-d07a-4a88-863f-994a028217c0,Prime SUV,Mumbai,Balay Street,Sama Nagar,555.78
6/23/2025,17:26:05,af064be0-6b9a-4730-92c8-a6168fb599ee,Completed,ebd0e10f-e342-4518-a994-d8158d3dbbc0,eBike,Mumbai,Tara Path,Apte Circle,1231.35
7/11/2025,3:40:22,c26ca97d-0f80-4b87-abb0-b6520dadc5b6,Completed,39e76bf7-faf6-44cd-8fe1-8fd5ba336130,Mini,Kolkata,Grewal Chowk,Sheth Circle,764.85
7/27/2025,13:35:14,06587ad3-e1ac-4425-84e4-3667a4251fad,Ongoing,cab684a3-2abe-4f38-b99a-678e47c67a38,Prime Sedan,Ahmedabad,Dave Ganj,Sahota Path,478.15
7/25/2025,7:20:15,f39934d7-7312-47d6-ae07-6aeed189e641,Cancelled,a97e853d-400b-42eb-9fe7-5744649637eb,Prime SUV,Lucknow,Agate,Sharma Chowk,516.44
7/26/2025,20:10:04,bd1454bf-cf9d-43fd-bfe6-e92bbffffd4b,Ongoing,75308d6b-74a5-4e96-99de-7ad7dab3035a,eBike,Jaipur,Viswanathan Zila,Agarwal Road,1226.41
6/8/2025,23:15:07,1ef9fcaa-4ac2-415a-82f5-2e01ee906e72,Ongoing,3100c330-1a04-4a4d-9bcb-ea1ef125dd29,Prime Plus,Hyderabad,Lanka Path,Rajagopalan Ganj,1473.15
6/17/2025,19:29:26,b594a89a-b6b3-4073-bbbf-a42e3541fc45,Ongoing,48ea3e9c-70d3-4345-945f-5214a563b40f,Bike,Mumbai,Chahal Marg,Madan Nagar,906.28
6/20/2025,22:12:43,c84b5d21-d585-4dda-b0cd-42e16b33e6b9,Completed,a23ac4ff-0da4-402d-bbf7-0135efc97b2e,Prime SUV,Chennai,Borra Chowk,Swaminathan Zila,248.74
7/17/2025,4:30:56,e017b786-d769-4f76-a093-a7c7145531f7,Ongoing,d665fc28-9a4a-4826-9551-160596d80b9a,Bike,Pune,Kunda Chowk,Rattan Zila,512.58
6/23/2025,3:13:11,1158f73e-e11d-48e7-948d-82048e39d980,Cancelled,1cb55ad8-d7ca-4566-aec7-08a944effb45,Prime Sedan,Delhi,Ramanathan Street,Agate,1133.39
6/21/2025,11:11:55,40a1b703-ebc1-4801-86dc-69fc9afbf4a3,Cancelled,eafe86e6-6ae6-4248-aea5-929600b50756,Auto,Kolkata,Lanka Nagar,Wable Chowk,1445.83
7/14/2025,15:18:12,fd98b768-1e3b-46f4-93e1-66eb5bdf3e83,Cancelled,3058a548-cc55-48db-ad61-af96e99bef13,Prime Plus,Pune,Hora Ganj,Brahmbhatt Chowk,458.2
7/11/2025,19:30:23,39802af8-7a84-4cff-a7ec-431c4fb30b15,Cancelled,05e29a29-b2f7-47e0-ba37-33b44999a20c,eBike,Jaipur,Chaudry Ganj,Sharma Nagar,463.7
6/27/2025,19:33:29,19dfade3-2242-469a-b774-72ab9812eb55,Ongoing,223005f3-0417-427f-a3d1-aa8f60222d07,Bike,Jaipur,Subramanian Marg,Hayer Marg,527.6
7/23/2025,15:50:34,f16a5cf2-b1a2-4579-8f58-34f71e9efc2e,Cancelled,89ad3aed-5ed2-4bb8-bd1d-a919b8a6795f,Bike,Lucknow,Wable Road,Lall Marg,795
7/7/2025,14:29:32,3bc1096e-0739-4145-a0c1-a7c78f0247e3,Cancelled,1543432f-f1dc-47dc-b041-3f5a06438dac,Auto,Bangalore,Baria Ganj,Choudhury Circle,230.32
6/23/2025,9:43:37,24339c3b-fa42-4347-9e7f-c021000306ee,Ongoing,024ce1a6-bee7-4899-a1cd-e8e20ec51267,Prime Sedan,Pune,Srinivasan Ganj,Salvi Path,73.62
6/29/2025,20:39:19,00a4d631-c0ab-4bd9-b391-9709ec8b4c90,Ongoing,172d5d68-cf3b-46fe-8db1-3b6bb78bcd77,Auto,Pune,Sachar Street,Sidhu Zila,863.54
7/4/2025,17:55:41,10f68f06-b7f7-45b4-9310-a99bc9e0b2e7,Completed,2ef31c08-7623-4bf7-ae61-8fbbbf2a2b8d,Mini,Lucknow,Tailor Chowk,De Chowk,1091.63
7/25/2025,3:19:07,876ec044-26d8-4e17-935f-9c6b8b7c528d,Ongoing,cf6a7690-9c9c-473f-803f-393d8f55cdea,eBike,Lucknow,Hora Ganj,Yohannan,913.1
6/24/2025,4:27:59,61707ce9-6a6b-48c6-b7ae-f4ccfb6d3c1c,Ongoing,8ef3f4a6-d0a9-4553-8b0e-3504bf6dd5a9,Auto,Bangalore,Balasubramanian Street,Borra Ganj,554.4
6/14/2025,18:36:26,4c541eca-b956-4161-a9ac-5add7fadbcb2,Completed,46bd7d7e-f7e0-40e8-94b0-f8168ff8be44,Prime SUV,Pune,Hegde,Chopra Road,558.07
7/23/2025,2:42:03,1601e116-1c54-417d-b7a6-050442b5f532,Completed,92e89c1a-aa02-4a4a-882d-644bed6770a6,Prime Plus,Pune,Dada Circle,Randhawa Circle,356.47
7/30/2025,2:56:34,9c193fd5-c132-41f1-bba0-5e4285834e95,Ongoing,8df1ca9a-2519-4feb-bb55-f9cfe8e0e27f,eBike,Ahmedabad,Keer Nagar,Gopal Ganj,1335.16
7/7/2025,15:40:21,4e2d1b28-a3bb-406e-aa3c-9421e3f3af4b,Completed,d86d7e71-2b5e-4f4b-aee2-e1400863303f,Bike,Bangalore,Ram Circle,Joshi Road,1275.64
7/23/2025,5:19:27,11db93ff-d4b0-470c-bd5f-81e09c4825fb,Cancelled,6fc8efca-d6d9-4d83-b11b-2757a250b3ca,Prime Sedan,Kolkata,Dayal Path,Gera Street,1155.03
6/6/2025,4:40:08,9c8379a8-958f-447a-8ec5-54bd88f15868,Ongoing,ec688471-bc40-4486-87c5-2fa14504c21d,Mini,Ahmedabad,Bains Ganj,Ranganathan Nagar,627.3
7/23/2025,6:17:33,e00cb8d3-805b-4d23-bd61-8b3898e95223,Completed,8f783981-1b7a-465b-ab69-eee322e34527,Prime Plus,Pune,Chokshi Street,Bhavsar Street,638.91
7/22/2025,5:42:18,0a4f6cfd-2a14-4740-8ba8-771337bb024f,Completed,5824d578-3876-42ce-bc65-27e80494d9f5,Bike,Jaipur,Mandal Street,Karpe Chowk,1307.09
7/8/2025,18:03:47,7bf9da4b-c98a-40c4-b6d9-7ef14ffea722,Completed,9aeff050-d2b0-4900-8974-973104d7f5ff,Bike,Pune,Chander Road,Iyengar Ganj,915.82
7/1/2025,0:15:48,ad60ac46-9c14-477d-85af-53d8f0a03e32,Completed,90bd692a-371a-4b32-a41e-31454d73e378,Prime SUV,Chennai,Loyal Nagar,Sampath Nagar,1044.45
6/11/2025,12:09:51,a9100adf-7cb3-4371-86c8-3dda7c5a1337,Ongoing,2b86bbab-cbbd-44b6-9542-fd08f67f06f9,Prime Sedan,Bangalore,Virk,Kannan Path,266.64
7/29/2025,0:46:06,a89dd5ce-720a-448b-bd2d-1f6e1a202d3b,Completed,7acf0611-7056-463d-afc5-aea1a728a297,eBike,Jaipur,Suri Chowk,Johal,765.32
8/2/2025,23:25:44,30ca5b09-4ff7-4ba2-a667-18a5c4a1f45c,Completed,2b3023dd-b017-4490-bafd-fc4972c0c7ab,Prime Sedan,Lucknow,Sharaf Street,Bhakta Street,767.81
6/22/2025,8:03:55,27a020be-722c-4f10-abb3-f542a442bdef,Completed,4860f52e-36a8-40e4-95c4-5f63fac46fe7,eBike,Ahmedabad,Ganguly Nagar,Jhaveri Ganj,506.6
7/16/2025,4:50:54,f7ac61a3-698b-42e0-8abc-1ea8eef7cf44,Cancelled,8f03ad89-e16e-402d-a224-806228cc00e3,Prime Sedan,Pune,Lall,Swaminathan Street,640.73
6/15/2025,20:31:16,adf3ec0b-2116-4fb3-af3f-06ed9aa4770d,Cancelled,ffea6d65-ea4e-4e51-ae52-fa36cb34b0a5,Prime SUV,Ahmedabad,Andra Street,Tank Road,67.5
8/2/2025,12:11:50,ddd7adf7-bb23-4ab6-a075-17481693eec5,Ongoing,a3778567-1093-4ea3-8e06-a71e8aaade88,eBike,Delhi,Brahmbhatt Marg,Raval Path,1455.79
6/6/2025,14:24:16,052c2003-2f6b-452f-8876-f38c5031bd67,Ongoing,b9a4aa0a-5e0d-4efa-b774-aa22f3280f3b,Mini,Kolkata,Ramachandran Path,Halder Chowk,642.16
6/16/2025,2:40:04,6338dd77-726e-4d4c-9d06-9b9a518a1dc1,Cancelled,6ab0fe99-f3e9-4f69-8226-c0e842b75a34,Prime Sedan,Chennai,Mangat Zila,Brahmbhatt Circle,1225.75
6/6/2025,20:34:46,ccfda43d-c3fb-4e87-97e7-6484274fb0e6,Cancelled,6cb9df83-2f9d-4722-b29e-cbc95f836ef0,Prime Plus,Bangalore,Goyal Path,Dash,1268.52
7/30/2025,1:23:32,b8840697-f1dd-45f1-952e-bfbeb2fe252c,Completed,cfbfae64-dad5-46b2-94cf-3622ef31d877,eBike,Pune,Subramaniam Ganj,Samra Circle,498.92
6/21/2025,1:23:29,0b172af8-a400-49d4-96e1-37da66cd7937,Completed,21688495-0bab-44e4-90cb-d1034017ff56,Prime Sedan,Pune,Savant Nagar,Garde Zila,663.43
6/6/2025,0:52:25,28200bdc-bedc-409d-a0b4-b8c0e55f07d4,Cancelled,e29aa17d-bec5-48b9-abd5-9143014cdbcc,Prime Sedan,Jaipur,Suresh Ganj,Char Path,699.09
7/21/2025,3:26:39,8520827a-257f-4b3b-9b51-854b7f3e5aa9,Ongoing,2ec683f8-3a58-444f-9156-11916b81a34b,Prime Plus,Jaipur,Sarin Nagar,Bhakta Nagar,479.68
6/18/2025,21:26:44,edab4f38-d31b-4a6b-93ed-d31257f680d6,Cancelled,31c01053-e733-40af-9d20-f71ff9820944,Mini,Lucknow,Thaman Road,Batta Zila,1302.35
6/14/2025,0:39:29,6a337c73-46dc-418d-84bc-0d15035fc81c,Ongoing,63849ea5-2e7b-4423-8914-6ede870e1e23,Bike,Bangalore,Devan Street,Varghese Street,273.68
6/17/2025,13:00:35,aaa026f7-8d48-4d36-8487-b84e2ed31306,Cancelled,577b9f08-8c98-459a-812d-c7322df50b01,Prime Sedan,Mumbai,Varty Marg,Dhaliwal Marg,661.32
7/25/2025,14:05:00,38c98bf7-2d1b-44ef-ac8c-b5f633a3d265,Completed,ac8afc4f-ecde-4755-8299-758624acdcd8,Auto,Pune,Sarna Ganj,Kapadia Path,1386.18
6/26/2025,23:58:17,d800ec02-7a1a-4895-a864-831ec0e8c65c,Ongoing,ee0d06d0-e142-4021-a53d-16f27f7ffdb4,eBike,Lucknow,Iyengar,Shroff Street,73.25
6/25/2025,9:15:00,e619238f-72c6-48cb-9ae3-f4a82e406893,Completed,ab61b930-4217-419f-b042-18be89155912,Prime Plus,Bangalore,Lad Circle,Contractor Zila,335.27
6/8/2025,20:54:48,6fde2700-3f9b-4f71-84a2-51d0fd1f8825,Cancelled,6b75acd4-8304-4abd-84ae-8183156c9173,eBike,Kolkata,Taneja Zila,Samra Circle,1209.68
7/4/2025,15:45:51,19d5c932-eb67-4e94-aca9-e5e8a4d46b9d,Ongoing,c2b209ab-5cfe-4bce-8e9f-ec286fe027c4,Auto,Pune,Shukla Street,Bhat Marg,141.19
8/4/2025,10:14:21,f30be798-4b04-4574-8300-91f2f0042ddf,Ongoing,ece33fdc-1477-402f-9a22-906be8800b4e,Bike,Lucknow,Aurora Road,Kapoor,780.75
6/29/2025,2:14:12,51bb2586-e157-4dfe-824e-b28a929fd465,Ongoing,c87f5011-f2c9-4670-b9fa-79ea1f8830e7,Mini,Bangalore,Salvi Nagar,Lall Zila,89.4
7/21/2025,17:24:09,5dba2e99-ebcb-4c3f-8d5b-77b2a11009ea,Completed,02b65815-fb3f-4810-a649-c2b0beafaedb,Auto,Kolkata,Sekhon Ganj,Mallick Circle,592.97
7/4/2025,18:44:34,85dac2dc-3b31-4964-93f7-213b53aee560,Cancelled,31423cf7-66b5-4302-9d5e-8e7a21a3761c,Auto,Bangalore,Kamdar Marg,Garde Path,338.62
7/10/2025,15:18:47,a52538cd-8fab-4ded-a46c-a1d5659e7857,Completed,98fb0f0f-c6b2-46e4-ba16-99eef0c3a869,eBike,Hyderabad,Subramanian,Dua Ganj,56.33
6/27/2025,15:44:01,88c0ebfe-89a0-4c8c-9ec6-91da4b188da7,Ongoing,cb265a43-5bc4-4c4c-b910-a8411d128f69,Prime Plus,Ahmedabad,Chatterjee Zila,Dutt Zila,689.77
6/11/2025,17:04:18,c4bb25a5-f398-4aa6-9a68-0f24b572b846,Completed,1a0b06c1-e709-4d76-b6e7-6450b243a607,Mini,Delhi,Tella Ganj,Ghosh Road,1035.12
6/26/2025,19:50:40,af316f84-16ae-436b-a224-4ee43adf373d,Ongoing,9b6ffd9e-65af-4479-b93c-b27d9155c908,Bike,Ahmedabad,Ravel Nagar,Batra Nagar,970.47
7/5/2025,4:05:48,bb5f9fbf-d700-448d-984b-5ef64708eb01,Completed,85a62f97-dc1e-4786-9870-1d88eff6a2ee,eBike,Delhi,Gade Street,Barman Path,180.74
7/24/2025,17:54:43,911e6d74-5600-4987-83ab-93b3934a3af3,Cancelled,91b89587-8ffc-4013-932d-94fe5c1693eb,eBike,Lucknow,Keer Road,Mangat,770.72
6/20/2025,17:02:07,e8075ea0-91ce-4a7c-8a97-3f7b70cb3521,Completed,18567127-a947-4cc9-9d27-a0c0a2855baf,Mini,Lucknow,Manda Street,Savant Circle,186.14
6/17/2025,18:48:43,d1af9735-0ac7-4ffb-910a-4966067776ec,Completed,ccb1031f-f8f9-4ab5-af26-579fd5900ace,Prime SUV,Mumbai,Sengupta Ganj,Thakur Nagar,663.71
7/8/2025,15:24:54,5b69cc24-4deb-4cc6-824c-e79227a029cd,Completed,e50ad30b-a7a7-4967-8dd3-6ce5fd353ac9,Mini,Lucknow,Bhatti Street,Shukla Path,552.95
6/15/2025,0:02:30,68e066d6-a16e-4700-b19f-815601a00e08,Completed,04552636-289f-4446-bc69-2e143d1e88a2,Bike,Delhi,Lanka Road,Kala,688.05
6/15/2025,20:49:11,6e5a9945-fb33-4473-b6cb-87e281d5a46b,Cancelled,82c0ccce-e212-4d44-ae83-a7636861b3bf,Auto,Kolkata,Dash Street,Talwar Nagar,139.67
